1.612525056227148257e+00,4.725600859639055296e-01,4.766116307093012372e-01,8.080952579243350087e-01,1.000000000000000000e+00
5.851682671738680508e-01,1.719036400113985508e+00,-1.284799734416103956e+00,-1.260299319593553902e+00,2.000000000000000000e+00
-6.356804707380943054e-01,8.428195366519886100e-02,1.804550327402819621e-01,1.356288901724787443e+00,0.000000000000000000e+00
1.476673256479375418e+00,1.342165811959096899e+00,7.276091598283802586e-01,-3.803014441544907420e-01,1.000000000000000000e+00
1.390419174463868535e+00,-2.260576084391384910e+00,8.619140079999105808e-01,-3.276476794274711946e-01,0.000000000000000000e+00
2.882193777770271303e+00,1.878361420315498576e-01,-2.530656764093548894e+00,-1.006503797039731474e+00,2.000000000000000000e+00
1.219415425236669792e+00,9.386055717527119757e-02,-1.204528578807531058e+00,-5.731454542601119861e-01,2.000000000000000000e+00
-2.434998725553806143e+00,2.809738193935029660e-01,-2.042095239808737084e+00,3.514225048661833828e+00,0.000000000000000000e+00
2.934315363060874482e+00,-1.037960469205855940e+00,-3.295339789789955898e+00,-1.137927535513439947e-01,2.000000000000000000e+00
1.309647170840201102e+00,2.398753576680184851e-01,1.055619705417230270e+00,1.288499753291632022e-01,1.000000000000000000e+00
1.357695376985986968e+00,2.782997288121225044e-01,-1.973138466711221728e-01,-6.095410872207801534e-01,1.000000000000000000e+00
5.568254999405475303e-01,-4.303698321469936472e-01,1.615312132047598048e+00,-6.752689428905325197e-01,0.000000000000000000e+00
