-1.053983732202068646e+00,7.084547777956364811e-01,1.721076465540223310e-01,3.100903382064539748e+00,-1.992993194218089792e-01,-1.354525854042199828e+00,-6.613411795752452971e-01,1.972605801623682042e+00,-2.609689090993674743e+00,-2.609689090993674743e+00,3.683873925517830994e-01,1.972605801623682042e+00,6.074949605161736876e-01,-2.919880183022399045e+00,3.510344504783511899e-01,9.064693521734437098e-01,5.000000000000000000e+00
-1.357990848723625646e-02,1.000336543900412156e+00,1.514860298436879305e+00,4.428991361257108572e+00,-1.179423402400646692e+00,-1.386306828588726336e+00,-4.308060516576466270e-01,7.117091104179019689e-01,-2.576807011532556757e+00,-2.576807011532556757e+00,3.957957076016787035e-01,7.117091104179019689e-01,-9.895702890780382344e-01,-1.218151959833832398e+00,-1.359623930743171227e+00,-1.856893877149565775e-01,1.000000000000000000e+00
8.739455640188240615e-01,-2.974160387215418311e+00,1.894673696873754309e-01,-7.160639588753549667e+00,2.631573385729191639e+00,2.050693572574673329e+00,1.373097867411940065e+00,-8.440927431106500789e-01,4.531121068226724447e+00,4.531121068226724447e+00,-4.005724295613868335e-01,-8.440927431106500789e-01,1.374078645014747302e+00,4.117745296855870762e+00,-1.057752378345476307e+00,-7.652683135699318573e-01,4.000000000000000000e+00
1.536096910992995612e-02,-3.421010130446656472e+00,-9.626079288308593274e-01,-1.688219430220184503e+00,6.860633647679896363e+00,-1.425145897009228557e+00,3.226701845994530693e+00,2.601523309830906072e+00,4.880167224086024991e-01,4.880167224086024991e-01,-2.931971607098606825e+00,2.601523309830906072e+00,1.841655178833638828e-01,1.198929686563243280e+00,1.501464563672473274e-01,1.715845686982669926e-01,6.000000000000000000e+00
-1.061566289477919423e+00,-1.910784869164257049e-01,-5.026060420850205768e-01,-1.282849090730747488e+00,8.690182176769787326e-01,1.585283296173783274e+00,-1.511947334260207443e+00,1.060089350623838911e+00,5.050420974982218203e-01,5.050420974982218203e-01,-1.812410085234294588e+00,1.060089350623838911e+00,4.896786293786380417e-01,1.361721766567069114e+00,-3.936660278062838192e-02,6.561839996600151714e-01,6.000000000000000000e+00
-1.225946056483342567e-01,4.547506793232980460e-01,2.343622715933036282e+00,5.896144667267253503e-01,6.109637953674155852e+00,4.406256760498850511e+00,3.538171687055982062e+00,-6.520948574607069226e+00,-9.536801218292663140e-01,-9.536801218292663140e-01,-8.710999647017330094e-01,-6.520948574607069226e+00,6.279885298554435114e-01,3.265175009220858016e+00,-1.224837200880133814e+00,1.913946338420086768e+00,2.000000000000000000e+00
-1.512433885881123152e-01,1.420096097831151649e+00,-4.581678216484101895e-01,1.851760454928226718e+00,1.526828100376904640e+00,5.581308394142481255e-01,1.095629674560004041e+00,-2.041235108497090334e+00,-9.100509459047759764e-01,-9.100509459047759764e-01,-7.913241325523963088e-01,-2.041235108497090334e+00,1.250899629655356504e-01,-6.437665737731927962e-01,1.581250803175559216e+00,2.477023645652376427e-02,0.000000000000000000e+00
-7.782898976391161572e-01,-2.131426814329412611e+00,-2.222325254062884170e+00,-3.703562879335077884e+00,-3.404700383597873969e+00,-2.069297494046042463e+00,-3.096777509880529244e+00,5.764492560120818787e+00,1.411511199575391284e+00,1.411511199575391284e+00,5.823368654375069564e-01,5.764492560120818787e+00,-1.766991901292048750e-01,-1.793008981912444844e+00,-3.841544445022603282e-01,-8.515910332635691082e-01,7.000000000000000000e+00
-6.511408035961941954e-01,-5.451229205261243216e-01,-3.426321634820272966e+00,-4.274127712465243256e+00,-1.352194201293909437e+00,2.061150459774450994e+00,-1.398043374491166890e+00,-1.007883673690519455e+00,2.239412960077712622e+00,2.239412960077712622e+00,-1.135585849297428451e+00,-1.007883673690519455e+00,-2.294175801357878797e+00,2.614538336699695709e+00,2.092368947200079710e+00,2.303281044140295108e+00,6.000000000000000000e+00
-1.956276687930720848e-01,-1.896131441827435982e+00,1.210392440741473452e-01,-6.912551498968133590e-01,2.416306924260981148e+00,2.411139784866867863e+00,1.720747306726932990e-02,-1.168844717250731025e+00,-2.164779446874033120e+00,-2.164779446874033120e+00,-7.766224655572958602e-01,-1.168844717250731025e+00,-3.296923493773703751e+00,8.813154030474241729e-01,-1.246154121311421781e+00,-8.681871706803678812e-01,8.000000000000000000e+00
-2.230580101769604973e+00,2.561996093383968276e+00,-2.079130614274000699e+00,1.133849821705383620e+00,-1.322295627213105007e+00,1.101854060389845458e+00,-3.232600121557145822e+00,1.531851145794954405e+00,-2.803944763879306024e+00,-2.803944763879306024e+00,6.362567255986604220e-01,1.531851145794954405e+00,3.006145478581906172e+00,-6.934777587629584517e+00,-1.830174297511812098e-01,-1.086379685008337592e+00,6.000000000000000000e+00
-2.225168733484428341e-01,-4.762587513224391111e-01,2.950785360306460436e-01,-2.613579340530399198e-01,-3.258673319801206780e+00,-1.616417333429639669e+00,-2.661212139441136326e+00,4.027900834789416962e+00,-3.953545357632629598e-01,-3.953545357632629598e-01,1.446746256190967195e+00,4.027900834789416962e+00,8.797560022017012482e-01,-2.427718057691629294e+00,2.368533840230696796e+00,-9.159891311704629890e-01,0.000000000000000000e+00
-4.263446381680456310e-01,9.463007909053013922e-01,-2.436852320198207522e+00,3.802895060688371021e-01,-7.283654526552264530e-01,-6.183428803086279402e-01,-1.697325974001706150e+00,2.226172836675329947e+00,-1.070769752926914009e+00,-1.070769752926914009e+00,-4.740896858873319131e-01,2.226172836675329947e+00,9.717279135939951296e-01,-3.806023421567140907e+00,-1.301542599578206227e-01,-4.602059566401877078e-01,6.000000000000000000e+00
-6.984137071887887016e-01,-2.658456530446966504e+00,-1.444087916903660673e+00,-2.546025184469215663e+00,2.621797308791047776e+00,2.210963462614603525e+00,-1.150039855554547463e+00,1.407935183383030253e+00,-3.452512990114584568e+00,-3.452512990114584568e+00,7.056729372730996541e-01,1.407935183383030253e+00,-1.123998801626606481e+00,-3.952057900273309610e+00,9.943728819993828960e-01,-9.236843841305856229e-01,0.000000000000000000e+00
