1.552663114795265198e+00,7.062161744277152542e-02,-1.672963368219957392e+00,-1.169948790875330324e-01,5.429098200551115694e-01,4.756535190535197133e-01,-1.271945922453455058e+00,2.608376256247804670e-01,8.930537399315414682e-01,3.772687070664387105e-02,0.000000000000000000e+00
-5.909826840866791997e-01,-5.148812116885352619e-02,-2.104151039838674464e+00,1.118298278732476891e-01,-2.261082115753241251e-01,-3.763143964212307124e-01,-5.583921047772212320e-01,2.177153382140275262e-01,3.102812555393541949e+00,6.674964259262573529e-01,0.000000000000000000e+00
-1.217628286395518344e+00,-3.308470529083325506e-01,8.533009536222331270e-01,-1.341620376649512725e-01,1.516562237080749220e+00,2.792115695026932687e-01,1.972810739703033445e+00,-6.100620633477400467e-01,-2.887189507738830763e+00,8.987090199590591633e-01,0.000000000000000000e+00
3.011653102102188839e+00,9.392841187774861877e-01,9.553716788595090215e-02,-2.693999514520981187e+00,3.517186849565276496e+00,4.356972868273202293e-01,-8.697614704177669687e-02,-4.824630333946222649e-01,3.672515038518635144e+00,9.980731993718832129e-01,0.000000000000000000e+00
3.805154855046850582e+00,2.178484793889833848e-01,1.819496343272056116e+00,-3.681868761725528572e-01,-4.088377684564692416e+00,1.356937840862941114e+00,-2.818465100076389396e-01,1.647087453014182412e-01,3.700247893614793782e+00,-6.380543913985561311e+00,1.000000000000000000e+00
-1.063297802420432481e+00,7.230147132286778300e-01,-3.622857872177844829e-01,6.903520034899617297e-01,-7.848974550045024756e-01,1.433126187991301537e-01,8.567841740636328307e-01,2.927770119369632607e-01,-5.833733559588156758e-01,-5.455248349794822316e-01,0.000000000000000000e+00
-1.182249301642286365e-01,-3.480857233611263646e-01,-1.555380013821347607e+00,-1.668706690135151050e+00,-1.061520997024384183e+00,2.372350895277044014e+00,-4.120609659566534244e-01,7.461305175211595531e-01,-1.971461379062229735e+00,2.595985021760281453e-01,0.000000000000000000e+00
-1.638303495010690058e-01,-2.385030998217709530e-01,6.599175981567402260e-01,6.484367336895280332e-01,1.519168665095288695e+00,-1.166553889937250954e+00,-2.607589664784997208e-01,6.168472203156392109e-01,-9.104978899871872811e-01,1.321052204484118864e+00,0.000000000000000000e+00
5.845811707002523949e-02,-1.022352077323070985e+00,2.798236600802870733e+00,7.092047481614878190e-01,-1.329645867548376437e+00,-2.574841983720890237e+00,-1.815615955619243937e+00,-4.448987983940165813e-01,2.235313594250606606e+00,-5.907485205759463454e-02,1.000000000000000000e+00
-2.485137532276399774e+00,1.038633185182696428e+00,-2.406295206601269054e+00,-6.429477801290370831e-01,-1.124501154592498775e+00,-1.263336431506570934e+00,-3.533422370016368053e+00,1.323222410350241018e+00,1.967789215288496152e+00,4.226510384890024952e+00,0.000000000000000000e+00
