-3.875187332155149988e-01,-2.608322831008197618e+00,-5.287953274280886573e-01,-6.321834308782037226e-02,1.553691594372530682e+00,2.791666627529726608e+00,2.000000000000000000e+00
2.118528550293066193e-01,1.272677964290272357e+00,2.919356661054991697e+00,1.117696284008126373e+00,3.001268858980423726e-01,-2.726964829336723906e+00,0.000000000000000000e+00
-1.046434567870169863e+00,2.381936372450442096e+00,-4.935530507257088750e-01,-2.160063368830116293e-01,1.042180655414077339e+00,-6.325272869771502160e-01,0.000000000000000000e+00
1.993193364046039195e-01,1.005754231052879977e-01,8.701819021887682304e-01,1.782035654043075734e+00,4.108253817839992994e-01,2.827838289127679872e-01,0.000000000000000000e+00
6.040320541582007152e-01,-2.319735492019080469e-01,1.224396863431978622e+00,3.034750919951257231e+00,2.405165661541625033e-01,7.486382360922071433e-01,1.000000000000000000e+00
-1.167236073237162497e+00,2.234536130321612912e+00,-3.219147708249664230e+00,-1.427949421163878352e+00,1.742434673962081071e-01,9.054252193063999643e-01,2.000000000000000000e+00
2.388259738651050956e-01,1.282345195003381733e+00,1.903315036464069854e+00,1.961948743606044543e-01,-3.525133545813078362e-01,-2.599521529796772423e+00,0.000000000000000000e+00
-7.168782435139741116e-01,-6.496900387609363392e-01,-5.040315274298559078e-01,1.283006758669252623e+00,1.979472704306941555e+00,2.483669015820856529e+00,2.000000000000000000e+00
1.585154837818033124e+00,-1.974007741397132421e-02,2.782570351851899826e+00,1.696398219880282054e+00,-1.842977197028715874e+00,-2.513328344204103892e+00,0.000000000000000000e+00
9.768475800847240542e-01,1.375818303952554222e+00,1.432301558065059766e+00,2.444841532042915100e-01,-1.987320852969320484e+00,-2.972781204577466418e+00,0.000000000000000000e+00
1.486195891847095663e+00,1.001508611756240175e+00,1.156620548547783844e+00,-7.976916096470441087e-01,-3.311746399839383681e+00,-3.671937505259272427e+00,0.000000000000000000e+00
-1.120446207230739871e-01,-2.771209912583129764e+00,2.326912843146475840e-01,1.855121408496335000e+00,1.922570517525914902e+00,3.389060350548245726e+00,2.000000000000000000e+00
-3.624482358086044687e-01,-1.773975504985219498e+00,1.460775900233468594e-01,2.057825456202903247e+00,2.113725700886151859e+00,3.054052905687951736e+00,2.000000000000000000e+00
5.180073447270217013e-01,-9.217068344092598231e-01,-1.787746651735377945e-02,2.224905528061035476e+00,4.355276676469188590e-02,1.789253977530194550e+00,1.000000000000000000e+00
-6.741826995839654835e-01,-9.055781629592601911e-01,-8.300003341412121038e-01,5.284282653610787861e-01,1.637788700898945571e+00,2.376588806104068752e+00,2.000000000000000000e+00
4.684476868097194741e-02,-1.411404450077839545e+00,7.665719367408808660e-01,5.726522404237018860e-01,8.207495213867017636e-01,8.573237675360320109e-01,1.000000000000000000e+00
9.600789583668436489e-01,-6.966565472092067779e-01,2.821349885186752449e-01,2.994676782442517116e+00,-5.830069753842794800e-01,1.488663244642512096e+00,1.000000000000000000e+00
-5.251018280820495265e-01,-3.444084116500458315e+00,1.952427678353335860e+00,3.023163355275616748e+00,3.870513912289299974e+00,3.767688758468834997e+00,2.000000000000000000e+00
-7.517084946441419113e-01,2.064609913574447120e+00,-2.275506432030121484e+00,-1.534898410860783713e+00,-3.792227430835518609e-01,-1.761932747538255684e-01,0.000000000000000000e+00
-5.111406363601053160e-01,-5.792422796672718199e-01,2.810869672170930755e+00,1.015181794516187841e-01,2.047528875645753033e+00,-1.202544571485760327e+00,1.000000000000000000e+00
-8.022943528636857780e-01,5.942673726804637013e-02,-1.703336359431992353e+00,-2.513278251383412876e-01,1.041474157151481617e+00,1.887756771604519601e+00,2.000000000000000000e+00
1.141000548628269495e+00,1.433101617456001842e-01,2.584101998019116664e+00,1.859462564687760278e+00,-1.005043528130903585e+00,-1.947487839503261320e+00,0.000000000000000000e+00
-5.164860519952295670e-01,2.073559122820509248e+00,1.874230167614256759e+00,1.364377609291604454e+00,1.276881637050319096e+00,-1.665104078078576633e+00,0.000000000000000000e+00
-1.149812123546870568e+00,1.620282431794740408e+00,2.561953367963419659e+00,1.283966468256114046e+00,2.878855394686174574e+00,-1.302397552898190813e+00,0.000000000000000000e+00
-6.410944817215116220e-01,-1.044270232311168778e+00,-7.956103414750657077e-01,4.859210673231335598e-01,1.615959353152458089e+00,2.397276237272720323e+00,2.000000000000000000e+00
1.287964528354929306e-01,3.135467554220450204e-02,1.561457135907618810e+00,2.324143412143132359e+00,9.535937313887061784e-01,2.361455767933379191e-01,1.000000000000000000e+00
2.772782037136696798e-01,4.689485919268667757e-01,3.483721114478842695e-01,5.749249728401171211e-01,-4.354762107023125717e-01,-5.082982202644621417e-01,0.000000000000000000e+00
8.904859135504850087e-01,9.495566995322918258e-01,1.291444466035082339e+00,2.387249993902579526e+00,-9.656146383659764965e-01,-9.556516431770104569e-01,0.000000000000000000e+00
9.231883563797456393e-02,1.128265112950141091e+00,4.980726674958624312e-01,1.264564096810092630e+00,-2.298971561857199308e-02,-4.883777636097647035e-01,0.000000000000000000e+00
6.780537142821426722e-01,-1.406946349215828285e+00,-1.544220524167451369e+00,1.651330987902495107e+00,-7.205831281508050523e-01,2.822405102370550090e+00,2.000000000000000000e+00
4.922095334312336923e-01,-1.759030750080407435e+00,-4.830091673698626575e-01,1.290587707371995130e+00,-5.036891961276723784e-02,2.189085041010580657e+00,1.000000000000000000e+00
-1.161253090314015690e+00,8.281375651448765751e-01,-1.878493169239539018e+00,-5.940196466413998344e-01,1.322926742427333435e+00,1.526760530518693759e+00,2.000000000000000000e+00
7.924843825252103624e-02,-1.716415244351447988e+00,7.097565189121435303e-02,8.334393179664920659e-01,7.630302151294076074e-01,1.795557545798170729e+00,1.000000000000000000e+00
1.605649232411106020e+00,2.574022037231439297e-01,2.620190014612899798e-01,2.156504280698167797e+00,-2.520462372304302257e+00,-4.436509967360282025e-01,0.000000000000000000e+00
6.555426202794270019e-01,-2.047118661539514273e-01,4.185233359295282840e-01,3.349156080562083471e+00,1.257624998367123936e-02,1.531850746206112390e+00,1.000000000000000000e+00
-5.421366296512443173e-01,2.648848493690195482e+00,-1.591273510859728457e+00,-2.010503097510208725e+00,-9.865533040712719526e-01,-1.705103223065718820e+00,0.000000000000000000e+00
4.800048110298238968e-01,-2.168148628145231793e+00,-9.296048688788203229e-01,1.259852031848615272e+00,-1.181802364246387071e-02,2.852816198911439560e+00,1.000000000000000000e+00
2.490478210662186442e-01,-3.797800636645836114e-01,-1.932285571654882572e+00,1.203095898562953625e+00,-4.856846226618602991e-01,2.419828673682596243e+00,2.000000000000000000e+00
8.560326247800660246e-03,-8.575541185164633484e-01,-8.619387104156484014e-01,1.992340944174545658e+00,7.357770025732979224e-01,2.729227288349838076e+00,2.000000000000000000e+00
-2.787542393368845905e-01,-5.842903068751472695e-01,2.178506011119204722e+00,4.876842074691600804e-01,1.538832443299866792e+00,-6.536139468525182794e-01,1.000000000000000000e+00
3.546972283979906715e-01,2.334931292499833333e+00,1.142266199490553413e+00,4.449894518238328711e-01,-1.089642506874940464e+00,-2.764007643714542883e+00,0.000000000000000000e+00
-5.685345826551183590e-01,-5.288955754027833134e-01,2.179982714369818719e+00,2.037195594821268330e-01,2.006437051197637267e+00,-6.188716115092750547e-01,1.000000000000000000e+00
-1.000014930115842304e+00,-3.377697463640143560e-01,-9.987671477686604904e-01,1.382735022276700976e-01,1.910342038844131674e+00,2.103737075207449347e+00,2.000000000000000000e+00
7.620642314791379324e-01,-7.958604276225733631e-02,-1.223181517072316371e+00,4.267548306353454279e+00,-3.850033313890979247e-01,3.264303555040770632e+00,1.000000000000000000e+00
2.235558698278390100e-01,-1.234927584167950343e+00,-1.472471160844941451e-01,1.499800845751174005e+00,4.664735422213931448e-01,1.914628565016554651e+00,1.000000000000000000e+00
3.557995439872967819e-02,-2.285788279873917084e+00,-1.016469814495379875e-02,2.077581036533020509e+00,1.459318621770396840e+00,3.212868146721019613e+00,2.000000000000000000e+00
-1.304720779174738388e+00,-1.442264608817340532e+00,3.710292952825887447e+00,-2.285672025402160745e+00,3.389566050338197467e+00,-2.134663100286088966e+00,1.000000000000000000e+00
-1.117465173547990270e-01,2.182914147492198698e-01,-2.040715792554657959e+00,8.562915361501055589e-01,-1.221093232050747268e-01,2.139143634148048090e+00,2.000000000000000000e+00
-7.294486540579855904e-02,-6.313276743507709732e-01,1.587937421109373304e+00,1.117592168517530071e+00,1.193706248499829092e+00,9.007712235648286658e-02,1.000000000000000000e+00
2.630942177810851601e-01,-7.543098720711840510e-01,8.290019737746765482e-01,1.612126559180861118e+00,5.207283639508422102e-01,8.077423499306378707e-01,1.000000000000000000e+00
