9.495566995322918258e-01,2.387249993902579526e+00,1.317149151939024820e+00,1.291444466035082339e+00,-9.656146383659764965e-01,0.000000000000000000e+00
4.689485919268667757e-01,5.749249728401171211e-01,3.423899678022315207e-01,3.483721114478842695e-01,-4.354762107023125717e-01,0.000000000000000000e+00
1.338278449016744975e+00,7.362644060359261333e-01,-2.560112232176947611e-01,1.811542731374356618e+00,-2.341828333447096844e-01,0.000000000000000000e+00
2.381936372450442096e+00,-2.160063368830116293e-01,-2.005145322495236027e+00,-4.935530507257088750e-01,1.042180655414077339e+00,0.000000000000000000e+00
1.005754231052879977e-01,1.782035654043075734e+00,4.726065640992805905e-01,8.701819021887682304e-01,4.108253817839992994e-01,0.000000000000000000e+00
-1.036009234878206620e+00,-5.431956087503622133e-01,-1.649226525420209644e+00,1.651163090535257894e+00,2.459592757198372226e+00,1.000000000000000000e+00
1.620282431794740408e+00,1.283966468256114046e+00,-2.428582999391451835e+00,2.561953367963419659e+00,2.878855394686174574e+00,0.000000000000000000e+00
2.574022037231439297e-01,2.156504280698167797e+00,2.742056538704678914e+00,2.620190014612899798e-01,-2.520462372304302257e+00,0.000000000000000000e+00
-5.615847162571456774e-01,2.335622151414371572e+00,1.171230669692240989e+00,4.236081584814416212e-01,3.193024872898635458e-01,1.000000000000000000e+00
1.433101617456001842e-01,1.859462564687760278e+00,1.393900292457484369e+00,2.584101998019116664e+00,-1.005043528130903585e+00,0.000000000000000000e+00
-1.411404450077839545e+00,5.726522404237018860e-01,3.346213727979844288e-01,7.665719367408808660e-01,8.207495213867017636e-01,1.000000000000000000e+00
1.128265112950141091e+00,1.264564096810092630e+00,4.788014909396565155e-02,4.980726674958624312e-01,-2.298971561857199308e-02,0.000000000000000000e+00
-1.257141366575028396e+00,3.523473885292470742e-01,-2.565715376758682664e-01,1.458493013556522389e+00,1.315413808681471508e+00,1.000000000000000000e+00
-2.319735492019080469e-01,3.034750919951257231e+00,1.354444187776573827e+00,1.224396863431978622e+00,2.405165661541625033e-01,1.000000000000000000e+00
1.919137846798030012e+00,2.159907140484469412e+00,-2.093725691026553370e+00,4.936155776353933433e+00,2.580310601146765137e+00,1.000000000000000000e+00
-5.842903068751472695e-01,4.876842074691600804e-01,-7.346653387734065621e-01,2.178506011119204722e+00,1.538832443299866792e+00,1.000000000000000000e+00
-6.466643322743053091e-01,-3.921282199802340607e-01,-2.096360203966578517e+00,2.822447854713532767e+00,2.801485725456476672e+00,1.000000000000000000e+00
-1.181004013433062161e+00,-1.133457272732072862e+00,-1.827941833989494835e+00,2.684419263460521066e+00,2.303079783049140516e+00,1.000000000000000000e+00
-1.257976229814628866e+00,-2.307496945629253116e+00,-2.974951548388882649e+00,3.206805734797813390e+00,3.089598062371221587e+00,1.000000000000000000e+00
2.334931292499833333e+00,4.449894518238328711e-01,-2.280003556870329184e-01,1.142266199490553413e+00,-1.089642506874940464e+00,0.000000000000000000e+00
1.001508611756240175e+00,-7.976916096470441087e-01,1.424206250115970240e+00,1.156620548547783844e+00,-3.311746399839383681e+00,0.000000000000000000e+00
-2.180434381105293085e+00,2.281241641341827942e-01,7.900823250716677570e-01,-3.727478004724502636e-01,5.920641032140498972e-01,1.000000000000000000e+00
-9.950099712015506581e-01,1.621211146955322757e+00,1.026593754034599737e+00,-3.381436781970728056e-01,4.016114548165690135e-01,1.000000000000000000e+00
-1.866839859557108738e+00,1.199310679210965347e-01,1.828454333612394844e-01,5.657299399264492656e-02,1.101756414089832825e+00,1.000000000000000000e+00
1.282345195003381733e+00,1.961948743606044543e-01,-4.159198845850701765e-01,1.903315036464069854e+00,-3.525133545813078362e-01,0.000000000000000000e+00
-2.920278096190775940e-01,1.398215019844752494e+00,7.783724566077476759e-02,1.452865964851721703e+00,9.071272363189347709e-01,1.000000000000000000e+00
-1.198140648334200753e+00,-1.133922842816577070e-01,-7.789080424960310722e-01,2.056542811927613901e+00,1.621492491044088435e+00,1.000000000000000000e+00
1.272677964290272357e+00,1.117696284008126373e+00,-4.988285173292424379e-01,2.919356661054991697e+00,3.001268858980423726e-01,0.000000000000000000e+00
-1.587794084063451017e+00,2.873194866367723144e-01,2.392388951297563793e-02,9.948540049955649778e-01,1.154240557762843844e+00,1.000000000000000000e+00
-1.779378675309829738e+00,6.176429812566228694e-01,6.567699766740128231e-01,-3.443764116577596734e-01,7.651624674253926228e-01,1.000000000000000000e+00
-7.543098720711840510e-01,1.612126559180861118e+00,7.353305953350096624e-01,8.290019737746765482e-01,5.207283639508422102e-01,1.000000000000000000e+00
3.135467554220450204e-02,2.324143412143132359e+00,3.339052311882757529e-01,1.561457135907618810e+00,9.535937313887061784e-01,1.000000000000000000e+00
7.092620450562677759e-01,6.244527472046448313e-01,6.605250222547023320e-01,2.012041392926614769e+00,-1.166721366920864700e+00,0.000000000000000000e+00
7.300663917208007891e-01,2.016727773192766193e+00,1.681505504276720186e+00,2.647256744139231177e+00,-1.703173790183788672e+00,0.000000000000000000e+00
