3.081064616531296263e+00,3.261566964697550475e+00,1.595837920439532098e+00,-3.721137896385311894e+00,-8.631985567908438961e-01,2.824081324671589233e+00,2.654477978871173427e+00,1.947854958626929811e+00,1.295710268797898967e+00,-1.163688621658980349e+00,3.000000000000000000e+00
2.418704571993121721e+00,-1.896996905709380954e+00,6.449469665478326785e-01,-6.432766738486133118e-01,9.981249979371072945e-01,1.677345689254426508e+00,2.120672127387740691e+00,7.269133314186765338e-01,7.777954067439641905e-01,-2.082561576052034180e+00,2.000000000000000000e+00
1.668410775110595656e+00,-2.354412114997634919e+00,1.654544954830332815e+00,-1.249760114898911034e+00,3.190341002456893005e+00,7.099144070947708274e-01,3.988748685406452665e+00,-1.986001489638907769e+00,-1.521842850570568784e+00,-1.161259367874851733e-01,2.000000000000000000e+00
-8.392035463134950302e-01,-1.908753743942118053e+00,2.363602782304246919e+00,-4.952996718600640946e+00,6.708091447057171308e+00,-4.810780038127184355e+00,3.301218002255267514e+00,2.290935520881371562e-02,5.004769915562077287e-01,2.412355151004843545e+00,4.000000000000000000e+00
1.380365441346156796e+00,1.624013138273681767e+00,-1.126363329563613735e+00,-8.400263420966722627e-01,-6.557577546877366714e-01,1.746216013912435638e+00,-2.732301946221635802e-01,3.169575440327208615e-01,9.376300256906131558e-01,2.215066216007565814e+00,0.000000000000000000e+00
-2.379624236468763865e+00,-1.228571821287885335e+00,2.036723574250012714e+00,-3.238791257130390733e+00,4.278366873569412476e+00,-7.302258715748452644e+00,-6.132829751161137377e-01,7.810749355682618245e-02,6.005023992902711050e-02,2.231627754631425375e+00,2.000000000000000000e+00
-2.736790801875757850e+00,-1.812607082267883030e-01,1.417767022031453994e+00,-2.270593206297950140e+00,2.172271817691517004e+00,-6.991548592726059219e+00,-2.369369622176648704e+00,-1.379444221792243130e+00,1.651518081834123519e+00,1.372756572187526114e+00,2.000000000000000000e+00
5.876543634895625701e-01,-1.419205465202019845e+00,2.953546177509620563e+00,2.076511878181114934e+00,-2.062351083294502896e+00,-2.683209437215909432e+00,-1.580139085937327659e+00,-2.776038422040784104e-01,-5.731156240301258364e-01,-2.627507565360844843e+00,4.000000000000000000e+00
3.449698646299128590e+00,4.690400669815657508e-01,-1.465586869309651874e+00,-1.077529224522332907e+00,2.126586129575462614e-01,3.470054657518153896e+00,9.862004012707650258e-01,-1.528307667914837076e+00,3.091764571258365790e-01,2.946289996560850444e+00,0.000000000000000000e+00
9.375124779441217360e-01,-1.738711634042892085e+00,3.381528452930187001e+00,-1.198136190619017327e+00,1.767929368755494224e+00,-1.874850692271254893e+00,2.419814284457443954e+00,-2.745642425686823929e-01,2.462552958485376975e-01,-1.939486097797599840e+00,2.000000000000000000e+00
